state_code,state_name,sex,urban,age_group,education,prevalence_pct,lower,upper,est_cases,population
IN-OD,Odisha,Female,Urban,60+,All,6.79,5.57,8.28,48888,720000
IN-OD,Odisha,Female,Urban,60+,None,9.51,7.80,11.60,13694,144000
IN-OD,Odisha,Female,Urban,60+,Primary,7.13,5.85,8.70,10267,144000
IN-OD,Odisha,Female,Urban,60+,Middle,5.43,4.45,6.62,7819,144000
IN-OD,Odisha,Female,Urban,60+,Secondary,4.07,3.34,4.97,5860,144000
IN-OD,Odisha,Female,Urban,60+,Higher,3.06,2.51,3.73,4406,144000
IN-OD,Odisha,Female,Urban,60-64,All,3.06,2.51,3.73,3965,129600
IN-OD,Odisha,Female,Urban,60-64,None,4.28,3.51,5.22,1109,25920
IN-OD,Odisha,Female,Urban,60-64,Primary,3.21,2.63,3.92,832,25920
IN-OD,Odisha,Female,Urban,60-64,Middle,2.44,2.00,2.98,632,25920
IN-OD,Odisha,Female,Urban,60-64,Secondary,1.83,1.50,2.23,474,25920
IN-OD,Odisha,Female,Urban,60-64,Higher,1.37,1.12,1.67,355,25920
IN-OD,Odisha,Female,Urban,65-69,All,5.09,4.17,6.21,6596,129600
IN-OD,Odisha,Female,Urban,65-69,None,7.13,5.85,8.70,1848,25920
IN-OD,Odisha,Female,Urban,65-69,Primary,5.35,4.39,6.53,1386,25920
IN-OD,Odisha,Female,Urban,65-69,Middle,4.07,3.34,4.97,1054,25920
IN-OD,Odisha,Female,Urban,65-69,Secondary,3.06,2.51,3.73,793,25920
IN-OD,Odisha,Female,Urban,65-69,Higher,2.29,1.88,2.79,593,25920
IN-OD,Odisha,Female,Urban,70-74,All,7.81,6.40,9.53,10121,129600
IN-OD,Odisha,Female,Urban,70-74,None,10.93,8.96,13.33,2833,25920
IN-OD,Odisha,Female,Urban,70-74,Primary,8.20,6.72,10.00,2125,25920
IN-OD,Odisha,Female,Urban,70-74,Middle,6.25,5.13,7.63,1620,25920
IN-OD,Odisha,Female,Urban,70-74,Secondary,4.68,3.84,5.71,1213,25920
IN-OD,Odisha,Female,Urban,70-74,Higher,3.51,2.88,4.28,909,25920
IN-OD,Odisha,Female,Urban,75-79,All,11.54,9.46,14.08,14955,129600
IN-OD,Odisha,Female,Urban,75-79,None,16.16,13.25,19.72,4188,25920
IN-OD,Odisha,Female,Urban,75-79,Primary,12.12,9.94,14.79,3141,25920
IN-OD,Odisha,Female,Urban,75-79,Middle,9.23,7.57,11.26,2392,25920
IN-OD,Odisha,Female,Urban,75-79,Secondary,6.93,5.68,8.45,1796,25920
IN-OD,Odisha,Female,Urban,75-79,Higher,5.19,4.26,6.33,1345,25920
IN-OD,Odisha,Female,Urban,80-84,All,16.30,13.37,19.89,21124,129600
IN-OD,Odisha,Female,Urban,80-84,None,22.81,18.70,27.83,5912,25920
IN-OD,Odisha,Female,Urban,80-84,Primary,17.11,14.03,20.87,4434,25920
IN-OD,Odisha,Female,Urban,80-84,Middle,13.04,10.69,15.91,3379,25920
IN-OD,Odisha,Female,Urban,80-84,Secondary,9.78,8.02,11.93,2534,25920
IN-OD,Odisha,Female,Urban,80-84,Higher,7.33,6.01,8.94,1899,25920
IN-OD,Odisha,Female,Urban,85+,All,22.41,18.38,27.34,29043,129600
IN-OD,Odisha,Female,Urban,85+,None,31.37,25.72,38.27,8131,25920
IN-OD,Odisha,Female,Urban,85+,Primary,23.53,19.29,28.71,6098,25920
IN-OD,Odisha,Female,Urban,85+,Middle,17.92,14.69,21.86,4644,25920
IN-OD,Odisha,Female,Urban,85+,Secondary,13.44,11.02,16.40,3483,25920
IN-OD,Odisha,Female,Urban,85+,Higher,10.08,8.27,12.30,2612,25920
IN-OD,Odisha,Female,Rural,60+,All,10.10,8.28,12.32,154530,1530000
IN-OD,Odisha,Female,Rural,60+,None,14.14,11.59,17.25,43268,306000
IN-OD,Odisha,Female,Rural,60+,Primary,10.61,8.70,12.94,32466,306000
IN-OD,Odisha,Female,Rural,60+,Middle,8.08,6.63,9.86,24724,306000
IN-OD,Odisha,Female,Rural,60+,Secondary,6.06,4.97,7.39,18543,306000
IN-OD,Odisha,Female,Rural,60+,Higher,4.55,3.73,5.55,13923,306000
IN-OD,Odisha,Female,Rural,60-64,All,4.55,3.73,5.55,12530,275400
IN-OD,Odisha,Female,Rural,60-64,None,6.36,5.22,7.76,3503,55080
IN-OD,Odisha,Female,Rural,60-64,Primary,4.77,3.91,5.82,2627,55080
IN-OD,Odisha,Female,Rural,60-64,Middle,3.64,2.98,4.44,2004,55080
IN-OD,Odisha,Female,Rural,60-64,Secondary,2.73,2.24,3.33,1503,55080
IN-OD,Odisha,Female,Rural,60-64,Higher,2.05,1.68,2.50,1129,55080
IN-OD,Odisha,Female,Rural,65-69,All,7.58,6.22,9.25,20875,275400
IN-OD,Odisha,Female,Rural,65-69,None,10.61,8.70,12.94,5843,55080
IN-OD,Odisha,Female,Rural,65-69,Primary,7.96,6.53,9.71,4384,55080
IN-OD,Odisha,Female,Rural,65-69,Middle,6.06,4.97,7.39,3337,55080
IN-OD,Odisha,Female,Rural,65-69,Secondary,4.55,3.73,5.55,2506,55080
IN-OD,Odisha,Female,Rural,65-69,Higher,3.41,2.80,4.16,1878,55080
IN-OD,Odisha,Female,Rural,70-74,All,11.62,9.53,14.18,32001,275400
IN-OD,Odisha,Female,Rural,70-74,None,16.26,13.33,19.84,8956,55080
IN-OD,Odisha,Female,Rural,70-74,Primary,12.20,10.00,14.88,6719,55080
IN-OD,Odisha,Female,Rural,70-74,Middle,9.29,7.62,11.33,5116,55080
IN-OD,Odisha,Female,Rural,70-74,Secondary,6.97,5.72,8.50,3839,55080
IN-OD,Odisha,Female,Rural,70-74,Higher,5.23,4.29,6.38,2880,55080
IN-OD,Odisha,Female,Rural,75-79,All,17.17,14.08,20.95,47286,275400
IN-OD,Odisha,Female,Rural,75-79,None,24.04,19.71,29.33,13241,55080
IN-OD,Odisha,Female,Rural,75-79,Primary,18.03,14.78,22.00,9930,55080
IN-OD,Odisha,Female,Rural,75-79,Middle,13.74,11.27,16.76,7567,55080
IN-OD,Odisha,Female,Rural,75-79,Secondary,10.30,8.45,12.57,5673,55080
IN-OD,Odisha,Female,Rural,75-79,Higher,7.73,6.34,9.43,4257,55080
IN-OD,Odisha,Female,Rural,80-84,All,24.24,19.88,29.57,66756,275400
IN-OD,Odisha,Female,Rural,80-84,None,33.94,27.83,41.41,18694,55080
IN-OD,Odisha,Female,Rural,80-84,Primary,25.46,20.88,31.06,14023,55080
IN-OD,Odisha,Female,Rural,80-84,Middle,19.40,15.91,23.67,10685,55080
IN-OD,Odisha,Female,Rural,80-84,Secondary,14.55,11.93,17.75,8014,55080
IN-OD,Odisha,Female,Rural,80-84,Higher,10.91,8.95,13.31,6009,55080
IN-OD,Odisha,Female,Rural,85+,All,33.34,27.34,40.67,91818,275400
IN-OD,Odisha,Female,Rural,85+,None,35.00,28.70,42.70,19278,55080
IN-OD,Odisha,Female,Rural,85+,Primary,35.00,28.70,42.70,19278,55080
IN-OD,Odisha,Female,Rural,85+,Middle,26.67,21.87,32.54,14689,55080
IN-OD,Odisha,Female,Rural,85+,Secondary,20.00,16.40,24.40,11016,55080
IN-OD,Odisha,Female,Rural,85+,Higher,15.00,12.30,18.30,8262,55080
IN-TG,Telangana,Both,All,60+,All,7.10,5.82,8.66,276900,3900000
IN-TG,Telangana,Both,All,60+,None,9.94,8.15,12.13,77531,780000
IN-TG,Telangana,Both,All,60+,Primary,7.46,6.12,9.10,58188,780000
IN-TG,Telangana,Both,All,60+,Middle,5.68,4.66,6.93,44304,780000
IN-TG,Telangana,Both,All,60+,Secondary,4.26,3.49,5.20,33228,780000
IN-TG,Telangana,Both,All,60+,Higher,3.20,2.62,3.90,24960,780000
IN-TG,Telangana,Both,All,60-64,All,3.20,2.62,3.90,22464,702000
IN-TG,Telangana,Both,All,60-64,None,4.47,3.67,5.45,6275,140400
IN-TG,Telangana,Both,All,60-64,Primary,3.35,2.75,4.09,4703,140400
IN-TG,Telangana,Both,All,60-64,Middle,2.56,2.10,3.12,3594,140400
IN-TG,Telangana,Both,All,60-64,Secondary,1.92,1.57,2.34,2695,140400
IN-TG,Telangana,Both,All,60-64,Higher,1.44,1.18,1.76,2021,140400
IN-TG,Telangana,Both,All,65-69,All,5.32,4.36,6.49,37346,702000
IN-TG,Telangana,Both,All,65-69,None,7.45,6.11,9.09,10459,140400
IN-TG,Telangana,Both,All,65-69,Primary,5.59,4.58,6.82,7848,140400
IN-TG,Telangana,Both,All,65-69,Middle,4.26,3.49,5.20,5981,140400
IN-TG,Telangana,Both,All,65-69,Secondary,3.19,2.62,3.89,4478,140400
IN-TG,Telangana,Both,All,65-69,Higher,2.40,1.97,2.93,3369,140400
IN-TG,Telangana,Both,All,70-74,All,8.16,6.69,9.96,57283,702000
IN-TG,Telangana,Both,All,70-74,None,11.43,9.37,13.94,16047,140400
IN-TG,Telangana,Both,All,70-74,Primary,8.57,7.03,10.46,12032,140400
IN-TG,Telangana,Both,All,70-74,Middle,6.53,5.35,7.97,9168,140400
IN-TG,Telangana,Both,All,70-74,Secondary,4.90,4.02,5.98,6879,140400
IN-TG,Telangana,Both,All,70-74,Higher,3.67,3.01,4.48,5152,140400
IN-TG,Telangana,Both,All,75-79,All,12.07,9.90,14.73,84731,702000
IN-TG,Telangana,Both,All,75-79,None,16.90,13.86,20.62,23727,140400
IN-TG,Telangana,Both,All,75-79,Primary,12.67,10.39,15.46,17788,140400
IN-TG,Telangana,Both,All,75-79,Middle,9.66,7.92,11.79,13562,140400
IN-TG,Telangana,Both,All,75-79,Secondary,7.24,5.94,8.83,10164,140400
IN-TG,Telangana,Both,All,75-79,Higher,5.43,4.45,6.62,7623,140400
IN-TG,Telangana,Both,All,80-84,All,17.04,13.97,20.79,119620,702000
IN-TG,Telangana,Both,All,80-84,None,23.86,19.57,29.11,33499,140400
IN-TG,Telangana,Both,All,80-84,Primary,17.89,14.67,21.83,25117,140400
IN-TG,Telangana,Both,All,80-84,Middle,13.63,11.18,16.63,19136,140400
IN-TG,Telangana,Both,All,80-84,Secondary,10.22,8.38,12.47,14348,140400
IN-TG,Telangana,Both,All,80-84,Higher,7.67,6.29,9.36,10768,140400
IN-TG,Telangana,Both,All,85+,All,23.43,19.21,28.58,164478,702000
IN-TG,Telangana,Both,All,85+,None,32.80,26.90,40.02,46051,140400
IN-TG,Telangana,Both,All,85+,Primary,24.60,20.17,30.01,34538,140400
IN-TG,Telangana,Both,All,85+,Middle,18.74,15.37,22.86,26310,140400
IN-TG,Telangana,Both,All,85+,Secondary,14.06,11.53,17.15,19740,140400
IN-TG,Telangana,Both,All,85+,Higher,10.54,8.64,12.86,14798,140400
IN-TG,Telangana,Both,Urban,60+,All,5.82,4.77,7.10,72633,1248000
IN-TG,Telangana,Both,Urban,60+,None,8.15,6.68,9.94,20342,249600
IN-TG,Telangana,Both,Urban,60+,Primary,6.11,5.01,7.45,15250,249600
IN-TG,Telangana,Both,Urban,60+,Middle,4.66,3.82,5.69,11631,249600
IN-TG,Telangana,Both,Urban,60+,Secondary,3.49,2.86,4.26,8711,249600
IN-TG,Telangana,Both,Urban,60+,Higher,2.62,2.15,3.20,6539,249600
IN-TG,Telangana,Both,Urban,60-64,All,2.62,2.15,3.20,5885,224640
IN-TG,Telangana,Both,Urban,60-64,None,3.67,3.01,4.48,1648,44928
IN-TG,Telangana,Both,Urban,60-64,Primary,2.75,2.26,3.36,1235,44928
IN-TG,Telangana,Both,Urban,60-64,Middle,2.10,1.72,2.56,943,44928
IN-TG,Telangana,Both,Urban,60-64,Secondary,1.57,1.29,1.92,705,44928
IN-TG,Telangana,Both,Urban,60-64,Higher,1.18,0.97,1.44,530,44928
IN-TG,Telangana,Both,Urban,65-69,All,4.37,3.58,5.33,9816,224640
IN-TG,Telangana,Both,Urban,65-69,None,6.11,5.01,7.45,2745,44928
IN-TG,Telangana,Both,Urban,65-69,Primary,4.58,3.76,5.59,2057,44928
IN-TG,Telangana,Both,Urban,65-69,Middle,3.49,2.86,4.26,1567,44928
IN-TG,Telangana,Both,Urban,65-69,Secondary,2.62,2.15,3.20,1177,44928
IN-TG,Telangana,Both,Urban,65-69,Higher,1.96,1.61,2.39,880,44928
IN-TG,Telangana,Both,Urban,70-74,All,6.70,5.49,8.17,15050,224640
IN-TG,Telangana,Both,Urban,70-74,None,9.37,7.68,11.43,4209,44928
IN-TG,Telangana,Both,Urban,70-74,Primary,7.03,5.76,8.58,3158,44928
IN-TG,Telangana,Both,Urban,70-74,Middle,5.36,4.40,6.54,2408,44928
IN-TG,Telangana,Both,Urban,70-74,Secondary,4.02,3.30,4.90,1806,44928
IN-TG,Telangana,Both,Urban,70-74,Higher,3.01,2.47,3.67,1352,44928
IN-TG,Telangana,Both,Urban,75-79,All,9.90,8.12,12.08,22239,224640
IN-TG,Telangana,Both,Urban,75-79,None,13.86,11.37,16.91,6227,44928
IN-TG,Telangana,Both,Urban,75-79,Primary,10.39,8.52,12.68,4668,44928
IN-TG,Telangana,Both,Urban,75-79,Middle,7.92,6.49,9.66,3558,44928
IN-TG,Telangana,Both,Urban,75-79,Secondary,5.94,4.87,7.25,2668,44928
IN-TG,Telangana,Both,Urban,75-79,Higher,4.45,3.65,5.43,1999,44928
IN-TG,Telangana,Both,Urban,80-84,All,13.97,11.46,17.04,31382,224640
IN-TG,Telangana,Both,Urban,80-84,None,19.56,16.04,23.86,8787,44928
IN-TG,Telangana,Both,Urban,80-84,Primary,14.67,12.03,17.90,6590,44928
IN-TG,Telangana,Both,Urban,80-84,Middle,11.18,9.17,13.64,5022,44928
IN-TG,Telangana,Both,Urban,80-84,Secondary,8.38,6.87,10.22,3764,44928
IN-TG,Telangana,Both,Urban,80-84,Higher,6.29,5.16,7.67,2825,44928
IN-TG,Telangana,Both,Urban,85+,All,19.21,15.75,23.44,43153,224640
IN-TG,Telangana,Both,Urban,85+,None,26.90,22.06,32.82,12085,44928
IN-TG,Telangana,Both,Urban,85+,Primary,20.17,16.54,24.61,9061,44928
IN-TG,Telangana,Both,Urban,85+,Middle,15.37,12.60,18.75,6905,44928
IN-TG,Telangana,Both,Urban,85+,Secondary,11.53,9.45,14.07,5180,44928
IN-TG,Telangana,Both,Urban,85+,Higher,8.65,7.09,10.55,3886,44928
IN-TG,Telangana,Both,Rural,60+,All,8.66,7.10,10.57,229663,2652000
IN-TG,Telangana,Both,Rural,60+,None,12.13,9.95,14.80,64337,530400
IN-TG,Telangana,Both,Rural,60+,Primary,9.10,7.46,11.10,48266,530400
IN-TG,Telangana,Both,Rural,60+,Middle,6.93,5.68,8.45,36756,530400
IN-TG,Telangana,Both,Rural,60+,Secondary,5.20,4.26,6.34,27580,530400
IN-TG,Telangana,Both,Rural,60+,Higher,3.90,3.20,4.76,20685,530400
IN-TG,Telangana,Both,Rural,60-64,All,3.90,3.20,4.76,18617,477360
IN-TG,Telangana,Both,Rural,60-64,None,5.46,4.48,6.66,5212,95472
IN-TG,Telangana,Both,Rural,60-64,Primary,4.09,3.35,4.99,3904,95472
IN-TG,Telangana,Both,Rural,60-64,Middle,3.12,2.56,3.81,2978,95472
IN-TG,Telangana,Both,Rural,60-64,Secondary,2.34,1.92,2.85,2234,95472
IN-TG,Telangana,Both,Rural,60-64,Higher,1.75,1.43,2.13,1670,95472
IN-TG,Telangana,Both,Rural,65-69,All,6.50,5.33,7.93,31028,477360
IN-TG,Telangana,Both,Rural,65-69,None,9.10,7.46,11.10,8687,95472
IN-TG,Telangana,Both,Rural,65-69,Primary,6.82,5.59,8.32,6511,95472
IN-TG,Telangana,Both,Rural,65-69,Middle,5.20,4.26,6.34,4964,95472
IN-TG,Telangana,Both,Rural,65-69,Secondary,3.90,3.20,4.76,3723,95472
IN-TG,Telangana,Both,Rural,65-69,Higher,2.92,2.39,3.56,2787,95472
IN-TG,Telangana,Both,Rural,70-74,All,9.96,8.17,12.15,47545,477360
IN-TG,Telangana,Both,Rural,70-74,None,13.95,11.44,17.02,13318,95472
IN-TG,Telangana,Both,Rural,70-74,Primary,10.46,8.58,12.76,9986,95472
IN-TG,Telangana,Both,Rural,70-74,Middle,7.97,6.54,9.72,7609,95472
IN-TG,Telangana,Both,Rural,70-74,Secondary,5.98,4.90,7.30,5709,95472
IN-TG,Telangana,Both,Rural,70-74,Higher,4.48,3.67,5.47,4277,95472
IN-TG,Telangana,Both,Rural,75-79,All,14.73,12.08,17.97,70315,477360
IN-TG,Telangana,Both,Rural,75-79,None,20.62,16.91,25.16,19686,95472
IN-TG,Telangana,Both,Rural,75-79,Primary,15.46,12.68,18.86,14759,95472
IN-TG,Telangana,Both,Rural,75-79,Middle,11.78,9.66,14.37,11246,95472
IN-TG,Telangana,Both,Rural,75-79,Secondary,8.84,7.25,10.78,8439,95472
IN-TG,Telangana,Both,Rural,75-79,Higher,6.63,5.44,8.09,6329,95472
IN-TG,Telangana,Both,Rural,80-84,All,20.79,17.05,25.36,99243,477360
IN-TG,Telangana,Both,Rural,80-84,None,29.10,23.86,35.50,27782,95472
IN-TG,Telangana,Both,Rural,80-84,Primary,21.83,17.90,26.63,20841,95472
IN-TG,Telangana,Both,Rural,80-84,Middle,16.63,13.64,20.29,15876,95472
IN-TG,Telangana,Both,Rural,80-84,Secondary,12.47,10.23,15.21,11905,95472
IN-TG,Telangana,Both,Rural,80-84,Higher,9.35,7.67,11.41,8926,95472
IN-TG,Telangana,Both,Rural,85+,All,28.58,23.44,34.87,136429,477360
IN-TG,Telangana,Both,Rural,85+,None,35.00,28.70,42.70,33415,95472
IN-TG,Telangana,Both,Rural,85+,Primary,30.01,24.61,36.61,28651,95472
IN-TG,Telangana,Both,Rural,85+,Middle,22.87,18.75,27.90,21834,95472
IN-TG,Telangana,Both,Rural,85+,Secondary,17.15,14.06,20.92,16373,95472
IN-TG,Telangana,Both,Rural,85+,Higher,12.86,10.55,15.69,12277,95472
IN-TG,Telangana,Male,All,60+,All,6.03,4.94,7.36,117585,1950000
IN-TG,Telangana,Male,All,60+,None,8.45,6.93,10.31,32955,390000
IN-TG,Telangana,Male,All,60+,Primary,6.34,5.20,7.73,24726,390000
IN-TG,Telangana,Male,All,60+,Middle,4.83,3.96,5.89,18837,390000
IN-TG,Telangana,Male,All,60+,Secondary,3.62,2.97,4.42,14118,390000
IN-TG,Telangana,Male,All,60+,Higher,2.72,2.23,3.32,10608,390000
IN-TG,Telangana,Male,All,60-64,All,2.72,2.23,3.32,9547,351000
IN-TG,Telangana,Male,All,60-64,None,3.80,3.12,4.64,2667,70200
IN-TG,Telangana,Male,All,60-64,Primary,2.85,2.34,3.48,2000,70200
IN-TG,Telangana,Male,All,60-64,Middle,2.17,1.78,2.65,1523,70200
IN-TG,Telangana,Male,All,60-64,Secondary,1.63,1.34,1.99,1144,70200
IN-TG,Telangana,Male,All,60-64,Higher,1.22,1.00,1.49,856,70200
IN-TG,Telangana,Male,All,65-69,All,4.53,3.71,5.53,15900,351000
IN-TG,Telangana,Male,All,65-69,None,6.34,5.20,7.73,4450,70200
IN-TG,Telangana,Male,All,65-69,Primary,4.75,3.89,5.80,3334,70200
IN-TG,Telangana,Male,All,65-69,Middle,3.62,2.97,4.42,2541,70200
IN-TG,Telangana,Male,All,65-69,Secondary,2.72,2.23,3.32,1909,70200
IN-TG,Telangana,Male,All,65-69,Higher,2.04,1.67,2.49,1432,70200
IN-TG,Telangana,Male,All,70-74,All,6.94,5.69,8.47,24359,351000
IN-TG,Telangana,Male,All,70-74,None,9.72,7.97,11.86,6823,70200
IN-TG,Telangana,Male,All,70-74,Primary,7.29,5.98,8.89,5117,70200
IN-TG,Telangana,Male,All,70-74,Middle,5.55,4.55,6.77,3896,70200
IN-TG,Telangana,Male,All,70-74,Secondary,4.16,3.41,5.08,2920,70200
IN-TG,Telangana,Male,All,70-74,Higher,3.12,2.56,3.81,2190,70200
IN-TG,Telangana,Male,All,75-79,All,10.26,8.41,12.52,36012,351000
IN-TG,Telangana,Male,All,75-79,None,14.36,11.78,17.52,10080,70200
IN-TG,Telangana,Male,All,75-79,Primary,10.77,8.83,13.14,7560,70200
IN-TG,Telangana,Male,All,75-79,Middle,8.21,6.73,10.02,5763,70200
IN-TG,Telangana,Male,All,75-79,Secondary,6.16,5.05,7.52,4324,70200
IN-TG,Telangana,Male,All,75-79,Higher,4.62,3.79,5.64,3243,70200
IN-TG,Telangana,Male,All,80-84,All,14.48,11.87,17.67,50824,351000
IN-TG,Telangana,Male,All,80-84,None,20.28,16.63,24.74,14236,70200
IN-TG,Telangana,Male,All,80-84,Primary,15.21,12.47,18.56,10677,70200
IN-TG,Telangana,Male,All,80-84,Middle,11.59,9.50,14.14,8136,70200
IN-TG,Telangana,Male,All,80-84,Secondary,8.69,7.13,10.60,6100,70200
IN-TG,Telangana,Male,All,80-84,Higher,6.52,5.35,7.95,4577,70200
IN-TG,Telangana,Male,All,85+,All,19.92,16.33,24.30,69919,351000
IN-TG,Telangana,Male,All,85+,None,27.88,22.86,34.01,19571,70200
IN-TG,Telangana,Male,All,85+,Primary,20.91,17.15,25.51,14678,70200
IN-TG,Telangana,Male,All,85+,Middle,15.93,13.06,19.43,11182,70200
IN-TG,Telangana,Male,All,85+,Secondary,11.95,9.80,14.58,8388,70200
IN-TG,Telangana,Male,All,85+,Higher,8.96,7.35,10.93,6289,70200
IN-TG,Telangana,Male,Urban,60+,All,4.95,4.06,6.04,30888,624000
IN-TG,Telangana,Male,Urban,60+,None,6.93,5.68,8.45,8648,124800
IN-TG,Telangana,Male,Urban,60+,Primary,5.20,4.26,6.34,6489,124800
IN-TG,Telangana,Male,Urban,60+,Middle,3.96,3.25,4.83,4942,124800
IN-TG,Telangana,Male,Urban,60+,Secondary,2.97,2.44,3.62,3706,124800
IN-TG,Telangana,Male,Urban,60+,Higher,2.23,1.83,2.72,2783,124800
IN-TG,Telangana,Male,Urban,60-64,All,2.23,1.83,2.72,2504,112320
IN-TG,Telangana,Male,Urban,60-64,None,3.12,2.56,3.81,700,22464
IN-TG,Telangana,Male,Urban,60-64,Primary,2.34,1.92,2.85,525,22464
IN-TG,Telangana,Male,Urban,60-64,Middle,1.78,1.46,2.17,399,22464
IN-TG,Telangana,Male,Urban,60-64,Secondary,1.34,1.10,1.63,301,22464
IN-TG,Telangana,Male,Urban,60-64,Higher,1.00,0.82,1.22,224,22464
IN-TG,Telangana,Male,Urban,65-69,All,3.71,3.04,4.53,4167,112320
IN-TG,Telangana,Male,Urban,65-69,None,5.20,4.26,6.34,1168,22464
IN-TG,Telangana,Male,Urban,65-69,Primary,3.90,3.20,4.76,876,22464
IN-TG,Telangana,Male,Urban,65-69,Middle,2.97,2.44,3.62,667,22464
IN-TG,Telangana,Male,Urban,65-69,Secondary,2.23,1.83,2.72,500,22464
IN-TG,Telangana,Male,Urban,65-69,Higher,1.67,1.37,2.04,375,22464
IN-TG,Telangana,Male,Urban,70-74,All,5.69,4.67,6.94,6391,112320
IN-TG,Telangana,Male,Urban,70-74,None,7.97,6.54,9.72,1790,22464
IN-TG,Telangana,Male,Urban,70-74,Primary,5.98,4.90,7.30,1343,22464
IN-TG,Telangana,Male,Urban,70-74,Middle,4.55,3.73,5.55,1022,22464
IN-TG,Telangana,Male,Urban,70-74,Secondary,3.41,2.80,4.16,766,22464
IN-TG,Telangana,Male,Urban,70-74,Higher,2.56,2.10,3.12,575,22464
IN-TG,Telangana,Male,Urban,75-79,All,8.41,6.90,10.26,9446,112320
IN-TG,Telangana,Male,Urban,75-79,None,11.78,9.66,14.37,2646,22464
IN-TG,Telangana,Male,Urban,75-79,Primary,8.83,7.24,10.77,1983,22464
IN-TG,Telangana,Male,Urban,75-79,Middle,6.73,5.52,8.21,1511,22464
IN-TG,Telangana,Male,Urban,75-79,Secondary,5.05,4.14,6.16,1134,22464
IN-TG,Telangana,Male,Urban,75-79,Higher,3.79,3.11,4.62,851,22464
IN-TG,Telangana,Male,Urban,80-84,All,11.88,9.74,14.49,13343,112320
IN-TG,Telangana,Male,Urban,80-84,None,16.63,13.64,20.29,3735,22464
IN-TG,Telangana,Male,Urban,80-84,Primary,12.47,10.23,15.21,2801,22464
IN-TG,Telangana,Male,Urban,80-84,Middle,9.50,7.79,11.59,2134,22464
IN-TG,Telangana,Male,Urban,80-84,Secondary,7.13,5.85,8.70,1601,22464
IN-TG,Telangana,Male,Urban,80-84,Higher,5.34,4.38,6.51,1199,22464
IN-TG,Telangana,Male,Urban,85+,All,16.33,13.39,19.92,18341,112320
IN-TG,Telangana,Male,Urban,85+,None,22.86,18.75,27.89,5135,22464
IN-TG,Telangana,Male,Urban,85+,Primary,17.15,14.06,20.92,3852,22464
IN-TG,Telangana,Male,Urban,85+,Middle,13.06,10.71,15.93,2933,22464
IN-TG,Telangana,Male,Urban,85+,Secondary,9.80,8.04,11.96,2201,22464
IN-TG,Telangana,Male,Urban,85+,Higher,7.35,6.03,8.97,1651,22464
IN-TG,Telangana,Male,Rural,60+,All,7.36,6.04,8.98,97593,1326000
IN-TG,Telangana,Male,Rural,60+,None,10.31,8.45,12.58,27342,265200
IN-TG,Telangana,Male,Rural,60+,Primary,7.73,6.34,9.43,20499,265200
IN-TG,Telangana,Male,Rural,60+,Middle,5.89,4.83,7.19,15620,265200
IN-TG,Telangana,Male,Rural,60+,Secondary,4.42,3.62,5.39,11721,265200
IN-TG,Telangana,Male,Rural,60+,Higher,3.31,2.71,4.04,8778,265200
IN-TG,Telangana,Male,Rural,60-64,All,3.31,2.71,4.04,7900,238680
IN-TG,Telangana,Male,Rural,60-64,None,4.64,3.80,5.66,2214,47736
IN-TG,Telangana,Male,Rural,60-64,Primary,3.48,2.85,4.25,1661,47736
IN-TG,Telangana,Male,Rural,60-64,Middle,2.65,2.17,3.23,1265,47736
IN-TG,Telangana,Male,Rural,60-64,Secondary,1.99,1.63,2.43,949,47736
IN-TG,Telangana,Male,Rural,60-64,Higher,1.49,1.22,1.82,711,47736
IN-TG,Telangana,Male,Rural,65-69,All,5.52,4.53,6.73,13175,238680
IN-TG,Telangana,Male,Rural,65-69,None,7.73,6.34,9.43,3689,47736
IN-TG,Telangana,Male,Rural,65-69,Primary,5.80,4.76,7.08,2768,47736
IN-TG,Telangana,Male,Rural,65-69,Middle,4.42,3.62,5.39,2109,47736
IN-TG,Telangana,Male,Rural,65-69,Secondary,3.31,2.71,4.04,1580,47736
IN-TG,Telangana,Male,Rural,65-69,Higher,2.48,2.03,3.03,1183,47736
IN-TG,Telangana,Male,Rural,70-74,All,8.47,6.95,10.33,20216,238680
IN-TG,Telangana,Male,Rural,70-74,None,11.85,9.72,14.46,5656,47736
IN-TG,Telangana,Male,Rural,70-74,Primary,8.89,7.29,10.85,4243,47736
IN-TG,Telangana,Male,Rural,70-74,Middle,6.77,5.55,8.26,3231,47736
IN-TG,Telangana,Male,Rural,70-74,Secondary,5.08,4.17,6.20,2424,47736
IN-TG,Telangana,Male,Rural,70-74,Higher,3.81,3.12,4.65,1818,47736
IN-TG,Telangana,Male,Rural,75-79,All,12.52,10.27,15.27,29882,238680
IN-TG,Telangana,Male,Rural,75-79,None,17.52,14.37,21.37,8363,47736
IN-TG,Telangana,Male,Rural,75-79,Primary,13.14,10.77,16.03,6272,47736
IN-TG,Telangana,Male,Rural,75-79,Middle,10.01,8.21,12.21,4778,47736
IN-TG,Telangana,Male,Rural,75-79,Secondary,7.51,6.16,9.16,3584,47736
IN-TG,Telangana,Male,Rural,75-79,Higher,5.63,4.62,6.87,2687,47736
IN-TG,Telangana,Male,Rural,80-84,All,17.67,14.49,21.56,42174,238680
IN-TG,Telangana,Male,Rural,80-84,None,24.74,20.29,30.18,11809,47736
IN-TG,Telangana,Male,Rural,80-84,Primary,18.55,15.21,22.63,8855,47736
